PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
448,449,1,3,1,5.0,2,1,19.2583,1
449,450,1,1,0,52.0,0,0,30.5,0
450,451,0,2,0,36.0,1,2,27.75,0
451,452,0,3,0,26.0,1,0,19.9667,0
452,453,0,1,0,30.0,0,0,27.75,1
453,454,1,1,0,49.0,1,0,89.1042,1
454,455,0,3,0,27.0,0,0,8.05,0
455,456,1,3,0,29.0,0,0,7.8958,1
456,457,0,1,0,65.0,0,0,26.55,0
457,458,1,1,1,41.0,1,0,51.8625,0
458,459,1,2,1,50.0,0,0,10.5,0
459,460,0,3,0,47.0,0,0,7.75,2
460,461,1,1,0,48.0,0,0,26.55,0
461,462,0,3,0,34.0,0,0,8.05,0
462,463,0,1,0,47.0,0,0,38.5,0
463,464,0,2,0,48.0,0,0,13.0,0
464,465,0,3,0,27.0,0,0,8.05,0
465,466,0,3,0,38.0,0,0,7.05,0
466,467,0,2,0,33.0,0,0,0.0,0
467,468,0,1,0,56.0,0,0,26.55,0
468,469,0,3,0,42.0,0,0,7.725,2
469,470,1,3,1,0.75,2,1,19.2583,1
470,471,0,3,0,34.0,0,0,7.25,0
471,472,0,3,0,38.0,0,0,8.6625,0
472,473,1,2,1,33.0,1,2,27.75,0
473,474,1,2,1,23.0,0,0,13.7917,1
474,475,0,3,1,22.0,0,0,9.8375,0
475,476,0,1,0,44.0,0,0,52.0,0
476,477,0,2,0,34.0,1,0,21.0,0
477,478,0,3,0,29.0,1,0,7.0458,0
478,479,0,3,0,22.0,0,0,7.5208,0
479,480,1,3,1,2.0,0,1,12.2875,0
480,481,0,3,0,9.0,5,2,46.9,0
481,482,0,2,0,33.0,0,0,0.0,0
482,483,0,3,0,50.0,0,0,8.05,0
483,484,1,3,1,63.0,0,0,9.5875,0
484,485,1,1,0,25.0,1,0,91.0792,1
485,486,0,3,1,24.0,3,1,25.4667,0
486,487,1,1,1,35.0,1,0,90.0,0
487,488,0,1,0,58.0,0,0,29.7,1
488,489,0,3,0,30.0,0,0,8.05,0
489,490,1,3,0,9.0,1,1,15.9,0
490,491,0,3,0,26.0,1,0,19.9667,0
491,492,0,3,0,21.0,0,0,7.25,0
492,493,0,1,0,55.0,0,0,30.5,0
493,494,0,1,0,71.0,0,0,49.5042,1
494,495,0,3,0,21.0,0,0,8.05,0
495,496,0,3,0,22.0,0,0,14.4583,1
496,497,1,1,1,54.0,1,0,78.2667,1
497,498,0,3,0,30.0,0,0,15.1,0
498,499,0,1,1,25.0,1,2,151.55,0
499,500,0,3,0,24.0,0,0,7.7958,0
500,501,0,3,0,17.0,0,0,8.6625,0
501,502,0,3,1,21.0,0,0,7.75,2
502,503,0,3,1,21.0,0,0,7.6292,2
503,504,0,3,1,37.0,0,0,9.5875,0
504,505,1,1,1,16.0,0,0,86.5,0
505,506,0,1,0,18.0,1,0,108.9,1
506,507,1,2,1,33.0,0,2,26.0,0
507,508,1,1,0,55.0,0,0,26.55,0
508,509,0,3,0,28.0,0,0,22.525,0
509,510,1,3,0,26.0,0,0,56.4958,0
510,511,1,3,0,29.0,0,0,7.75,2
511,512,0,3,0,27.0,0,0,8.05,0
512,513,1,1,0,36.0,0,0,26.2875,0
513,514,1,1,1,54.0,1,0,59.4,1
514,515,0,3,0,24.0,0,0,7.4958,0
515,516,0,1,0,47.0,0,0,34.0208,0
516,517,1,2,1,34.0,0,0,10.5,0
517,518,0,3,0,32.0,0,0,24.15,2
518,519,1,2,1,36.0,1,0,26.0,0
519,520,0,3,0,32.0,0,0,7.8958,0
520,521,1,1,1,30.0,0,0,93.5,0
521,522,0,3,0,22.0,0,0,7.8958,0
522,523,0,3,0,32.0,0,0,7.225,1
523,524,1,1,1,44.0,0,1,57.9792,1
524,525,0,3,0,24.0,0,0,7.2292,1
525,526,0,3,0,40.5,0,0,7.75,2
526,527,1,2,1,50.0,0,0,10.5,0
527,528,0,1,0,30.0,0,0,221.7792,0
528,529,0,3,0,39.0,0,0,7.925,0
529,530,0,2,0,23.0,2,1,11.5,0
530,531,1,2,1,2.0,1,1,26.0,0
531,532,0,3,0,24.0,0,0,7.2292,1
532,533,0,3,0,17.0,1,1,7.2292,1
533,534,1,3,1,14.0,0,2,22.3583,1
534,535,0,3,1,30.0,0,0,8.6625,0
535,536,1,2,1,7.0,0,2,26.25,0
536,537,0,1,0,45.0,0,0,26.55,0
537,538,1,1,1,30.0,0,0,106.425,1
538,539,0,3,0,41.0,0,0,14.5,0
539,540,1,1,1,22.0,0,2,49.5,1
540,541,1,1,1,36.0,0,2,71.0,0
541,542,0,3,1,9.0,4,2,31.275,0
542,543,0,3,1,11.0,4,2,31.275,0
543,544,1,2,0,32.0,1,0,26.0,0
544,545,0,1,0,50.0,1,0,106.425,1
545,546,0,1,0,64.0,0,0,26.0,0
546,547,1,2,1,19.0,1,0,26.0,0
547,548,1,2,0,38.0,0,0,13.8625,1
548,549,0,3,0,33.0,1,1,20.525,0
549,550,1,2,0,8.0,1,1,36.75,0
550,551,1,1,0,17.0,0,2,110.8833,1
551,552,0,2,0,27.0,0,0,26.0,0
552,553,0,3,0,47.0,0,0,7.8292,2
553,554,1,3,0,22.0,0,0,7.225,1
554,555,1,3,1,22.0,0,0,7.775,0
555,556,0,1,0,62.0,0,0,26.55,0
556,557,1,1,1,48.0,1,0,39.6,1
557,558,0,1,0,30.0,0,0,227.525,1
558,559,1,1,1,39.0,1,1,79.65,0
559,560,1,3,1,36.0,1,0,17.4,0
560,561,0,3,0,47.0,0,0,7.75,2
561,562,0,3,0,40.0,0,0,7.8958,0
562,563,0,2,0,28.0,0,0,13.5,0
563,564,0,3,0,27.0,0,0,8.05,0
564,565,0,3,1,27.0,0,0,8.05,0
565,566,0,3,0,24.0,2,0,24.15,0
566,567,0,3,0,19.0,0,0,7.8958,0
567,568,0,3,1,29.0,0,4,21.075,0
568,569,0,3,0,24.0,0,0,7.2292,1
569,570,1,3,0,32.0,0,0,7.8542,0
570,571,1,2,0,62.0,0,0,10.5,0
571,572,1,1,1,53.0,2,0,51.4792,0
572,573,1,1,0,36.0,0,0,26.3875,0
573,574,1,3,1,21.0,0,0,7.75,2
574,575,0,3,0,16.0,0,0,8.05,0
575,576,0,3,0,19.0,0,0,14.5,0
576,577,1,2,1,34.0,0,0,13.0,0
577,578,1,1,1,39.0,1,0,55.9,0
578,579,0,3,1,19.0,1,0,14.4583,1
579,580,1,3,0,32.0,0,0,7.925,0
580,581,1,2,1,25.0,1,1,30.0,0
581,582,1,1,1,39.0,1,1,110.8833,1
582,583,0,2,0,54.0,0,0,26.0,0
583,584,0,1,0,36.0,0,0,40.125,1
584,585,0,3,0,29.0,0,0,8.7125,1
585,586,1,1,1,18.0,0,2,79.65,0
586,587,0,2,0,47.0,0,0,15.0,0
587,588,1,1,0,60.0,1,1,79.2,1
588,589,0,3,0,22.0,0,0,8.05,0
589,590,0,3,0,27.0,0,0,8.05,0
590,591,0,3,0,35.0,0,0,7.125,0
591,592,1,1,1,52.0,1,0,78.2667,1
592,593,0,3,0,47.0,0,0,7.25,0
593,594,0,3,1,17.0,0,2,7.75,2
594,595,0,2,0,37.0,1,0,26.0,0
595,596,0,3,0,36.0,1,1,24.15,0
596,597,1,2,1,38.0,0,0,33.0,0
597,598,0,3,0,49.0,0,0,0.0,0
598,599,0,3,0,32.0,0,0,7.225,1
599,600,1,1,0,49.0,1,0,56.9292,1
600,601,1,2,1,24.0,2,1,27.0,0
601,602,0,3,0,33.0,0,0,7.8958,0
602,603,0,1,0,26.0,0,0,42.4,0
603,604,0,3,0,44.0,0,0,8.05,0
604,605,1,1,0,35.0,0,0,26.55,1
605,606,0,3,0,36.0,1,0,15.55,0
606,607,0,3,0,30.0,0,0,7.8958,0
607,608,1,1,0,27.0,0,0,30.5,0
608,609,1,2,1,22.0,1,2,41.5792,1
609,610,1,1,1,40.0,0,0,153.4625,0
610,611,0,3,1,39.0,1,5,31.275,0
611,612,0,3,0,28.0,0,0,7.05,0
612,613,1,3,1,22.0,1,0,15.5,2
613,614,0,3,0,47.0,0,0,7.75,2
614,615,0,3,0,35.0,0,0,8.05,0
615,616,1,2,1,24.0,1,2,65.0,0
616,617,0,3,0,34.0,1,1,14.4,0
617,618,0,3,1,26.0,1,0,16.1,0
618,619,1,2,1,4.0,2,1,39.0,0
619,620,0,2,0,26.0,0,0,10.5,0
620,621,0,3,0,27.0,1,0,14.4542,1
621,622,1,1,0,42.0,1,0,52.5542,0
622,623,1,3,0,20.0,1,1,15.7417,1
623,624,0,3,0,21.0,0,0,7.8542,0
624,625,0,3,0,21.0,0,0,16.1,0
625,626,0,1,0,61.0,0,0,32.3208,0
626,627,0,2,0,57.0,0,0,12.35,2
627,628,1,1,1,21.0,0,0,77.9583,0
628,629,0,3,0,26.0,0,0,7.8958,0
629,630,0,3,0,42.0,0,0,7.7333,2
630,631,1,1,0,80.0,0,0,30.0,0
631,632,0,3,0,51.0,0,0,7.0542,0
632,633,1,1,0,32.0,0,0,30.5,1
633,634,0,1,0,34.0,0,0,0.0,0
634,635,0,3,1,9.0,3,2,27.9,0
635,636,1,2,1,28.0,0,0,13.0,0
636,637,0,3,0,32.0,0,0,7.925,0
637,638,0,2,0,31.0,1,1,26.25,0
638,639,0,3,1,41.0,0,5,39.6875,0
639,640,0,3,0,30.0,1,0,16.1,0
640,641,0,3,0,20.0,0,0,7.8542,0
641,642,1,1,1,24.0,0,0,69.3,1
642,643,0,3,1,2.0,3,2,27.9,0
643,644,1,3,0,29.0,0,0,56.4958,0
644,645,1,3,1,0.75,2,1,19.2583,1
645,646,1,1,0,48.0,1,0,76.7292,1
646,647,0,3,0,19.0,0,0,7.8958,0
647,648,1,1,0,56.0,0,0,35.5,1
648,649,0,3,0,33.0,0,0,7.55,0
649,650,1,3,1,23.0,0,0,7.55,0
650,651,0,3,0,33.0,0,0,7.8958,0
651,652,1,2,1,18.0,0,1,23.0,0
652,653,0,3,0,21.0,0,0,8.4333,0
653,654,1,3,1,21.0,0,0,7.8292,2
654,655,0,3,1,18.0,0,0,6.75,2
655,656,0,2,0,24.0,2,0,73.5,0
656,657,0,3,0,33.0,0,0,7.8958,0
657,658,0,3,1,32.0,1,1,15.5,2
658,659,0,2,0,23.0,0,0,13.0,0
659,660,0,1,0,58.0,0,2,113.275,1
660,661,1,1,0,50.0,2,0,133.65,0
661,662,0,3,0,40.0,0,0,7.225,1
662,663,0,1,0,47.0,0,0,25.5875,0
663,664,0,3,0,36.0,0,0,7.4958,0
664,665,1,3,0,20.0,1,0,7.925,0
665,666,0,2,0,32.0,2,0,73.5,0
666,667,0,2,0,25.0,0,0,13.0,0
667,668,0,3,0,34.0,0,0,7.775,0
668,669,0,3,0,43.0,0,0,8.05,0
669,670,1,1,1,37.0,1,0,52.0,0
670,671,1,2,1,40.0,1,1,39.0,0
671,672,0,1,0,31.0,1,0,52.0,0
672,673,0,2,0,70.0,0,0,10.5,0
673,674,1,2,0,31.0,0,0,13.0,0
674,675,0,2,0,33.0,0,0,0.0,0
675,676,0,3,0,18.0,0,0,7.775,0
676,677,0,3,0,24.5,0,0,8.05,0
677,678,1,3,1,18.0,0,0,9.8417,0
678,679,0,3,1,43.0,1,6,46.9,0
679,680,1,1,0,36.0,0,1,512.3292,1
680,681,0,3,1,18.0,0,0,8.1375,2
681,682,1,1,0,27.0,0,0,76.7292,1
682,683,0,3,0,20.0,0,0,9.225,0
683,684,0,3,0,14.0,5,2,46.9,0
684,685,0,2,0,60.0,1,1,39.0,0
685,686,0,2,0,25.0,1,2,41.5792,1
686,687,0,3,0,14.0,4,1,39.6875,0
687,688,0,3,0,19.0,0,0,10.1708,0
688,689,0,3,0,18.0,0,0,7.7958,0
689,690,1,1,1,15.0,0,1,211.3375,0
690,691,1,1,0,31.0,1,0,57.0,0
691,692,1,3,1,4.0,0,1,13.4167,1
692,693,1,3,0,29.0,0,0,56.4958,0
693,694,0,3,0,25.0,0,0,7.225,1
694,695,0,1,0,60.0,0,0,26.55,0
695,696,0,2,0,52.0,0,0,13.5,0
696,697,0,3,0,44.0,0,0,8.05,0
697,698,1,3,1,21.0,0,0,7.7333,2
698,699,0,1,0,49.0,1,1,110.8833,1
699,700,0,3,0,42.0,0,0,7.65,0
700,701,1,1,1,18.0,1,0,227.525,1
701,702,1,1,0,35.0,0,0,26.2875,0
702,703,0,3,1,18.0,0,1,14.4542,1
703,704,0,3,0,25.0,0,0,7.7417,2
704,705,0,3,0,26.0,1,0,7.8542,0
705,706,0,2,0,39.0,0,0,26.0,0
706,707,1,2,1,45.0,0,0,13.5,0
707,708,1,1,0,42.0,0,0,26.2875,0
708,709,1,1,1,22.0,0,0,151.55,0
709,710,1,3,0,16.0,1,1,15.2458,1
710,711,1,1,1,24.0,0,0,49.5042,1
711,712,0,1,0,55.0,0,0,26.55,0
712,713,1,1,0,48.0,1,0,52.0,0
713,714,0,3,0,29.0,0,0,9.4833,0
714,715,0,2,0,52.0,0,0,13.0,0
715,716,0,3,0,19.0,0,0,7.65,0
716,717,1,1,1,38.0,0,0,227.525,1
717,718,1,2,1,27.0,0,0,10.5,0
718,719,0,3,0,26.0,0,0,15.5,2
719,720,0,3,0,33.0,0,0,7.775,0
720,721,1,2,1,6.0,0,1,33.0,0
721,722,0,3,0,17.0,1,0,7.0542,0
722,723,0,2,0,34.0,0,0,13.0,0
723,724,0,2,0,50.0,0,0,13.0,0
724,725,1,1,0,27.0,1,0,53.1,0
725,726,0,3,0,20.0,0,0,8.6625,0
726,727,1,2,1,30.0,3,0,21.0,0
727,728,1,3,1,21.0,0,0,7.7375,2
728,729,0,2,0,25.0,1,0,26.0,0
729,730,0,3,1,25.0,1,0,7.925,0
730,731,1,1,1,29.0,0,0,211.3375,0
731,732,0,3,0,11.0,0,0,18.7875,1
732,733,0,2,0,33.0,0,0,0.0,0
733,734,0,2,0,23.0,0,0,13.0,0
734,735,0,2,0,23.0,0,0,13.0,0
735,736,0,3,0,28.5,0,0,16.1,0
736,737,0,3,1,48.0,1,3,34.375,0
737,738,1,1,0,35.0,0,0,512.3292,1
738,739,0,3,0,33.0,0,0,7.8958,0
739,740,0,3,0,33.0,0,0,7.8958,0
740,741,1,1,0,48.0,0,0,30.0,0
741,742,0,1,0,36.0,1,0,78.85,0
742,743,1,1,1,21.0,2,2,262.375,1
743,744,0,3,0,24.0,1,0,16.1,0
744,745,1,3,0,31.0,0,0,7.925,0
745,746,0,1,0,70.0,1,1,71.0,0
746,747,0,3,0,16.0,1,1,20.25,0
747,748,1,2,1,30.0,0,0,13.0,0
748,749,0,1,0,19.0,1,0,53.1,0
749,750,0,3,0,31.0,0,0,7.75,2
750,751,1,2,1,4.0,1,1,23.0,0
751,752,1,3,0,6.0,0,1,12.475,0
752,753,0,3,0,33.0,0,0,9.5,0
753,754,0,3,0,23.0,0,0,7.8958,0
754,755,1,2,1,48.0,1,2,65.0,0
755,756,1,2,0,0.67,1,1,14.5,0
756,757,0,3,0,28.0,0,0,7.7958,0
757,758,0,2,0,18.0,0,0,11.5,0
758,759,0,3,0,34.0,0,0,8.05,0
759,760,1,1,1,33.0,0,0,86.5,0
760,761,0,3,0,41.0,0,0,14.5,0
761,762,0,3,0,41.0,0,0,7.125,0
762,763,1,3,0,20.0,0,0,7.2292,1
763,764,1,1,1,36.0,1,2,120.0,0
764,765,0,3,0,16.0,0,0,7.775,0
765,766,1,1,1,51.0,1,0,77.9583,0
766,767,0,1,0,41.0,0,0,39.6,1
767,768,0,3,1,30.5,0,0,7.75,2
768,769,0,3,0,31.0,1,0,24.15,2
769,770,0,3,0,32.0,0,0,8.3625,0
770,771,0,3,0,24.0,0,0,9.5,0
771,772,0,3,0,48.0,0,0,7.8542,0
772,773,0,2,1,57.0,0,0,10.5,0
773,774,0,3,0,32.0,0,0,7.225,1
774,775,1,2,1,54.0,1,3,23.0,0
775,776,0,3,0,18.0,0,0,7.75,0
776,777,0,3,0,47.0,0,0,7.75,2
777,778,1,3,1,5.0,0,0,12.475,0
778,779,0,3,0,42.0,0,0,7.7375,2
779,780,1,1,1,43.0,0,1,211.3375,0
780,781,1,3,1,13.0,0,0,7.2292,1
781,782,1,1,1,17.0,1,0,57.0,0
782,783,0,1,0,29.0,0,0,30.0,0
783,784,0,3,0,26.0,1,2,23.45,0
784,785,0,3,0,25.0,0,0,7.05,0
785,786,0,3,0,25.0,0,0,7.25,0
786,787,1,3,1,18.0,0,0,7.4958,0
787,788,0,3,0,8.0,4,1,29.125,2
788,789,1,3,0,1.0,1,2,20.575,0
789,790,0,1,0,46.0,0,0,79.2,1
790,791,0,3,0,47.0,0,0,7.75,2
791,792,0,2,0,16.0,0,0,26.0,0
792,793,0,3,1,37.0,8,2,69.55,0
793,794,0,1,0,42.0,0,0,30.6958,1
794,795,0,3,0,25.0,0,0,7.8958,0
795,796,0,2,0,39.0,0,0,13.0,0
796,797,1,1,1,49.0,0,0,25.9292,0
797,798,1,3,1,31.0,0,0,8.6833,0
798,799,0,3,0,30.0,0,0,7.2292,1
799,800,0,3,1,30.0,1,1,24.15,0
800,801,0,2,0,34.0,0,0,13.0,0
801,802,1,2,1,31.0,1,1,26.25,0
802,803,1,1,0,11.0,1,2,120.0,0
803,804,1,3,0,0.42,0,1,8.5167,1
804,805,1,3,0,27.0,0,0,6.975,0
805,806,0,3,0,31.0,0,0,7.775,0
806,807,0,1,0,39.0,0,0,0.0,0
807,808,0,3,1,18.0,0,0,7.775,0
808,809,0,2,0,39.0,0,0,13.0,0
809,810,1,1,1,33.0,1,0,53.1,0
810,811,0,3,0,26.0,0,0,7.8875,0
811,812,0,3,0,39.0,0,0,24.15,0
812,813,0,2,0,35.0,0,0,10.5,0
813,814,0,3,1,6.0,4,2,31.275,0
814,815,0,3,0,30.5,0,0,8.05,0
815,816,0,1,0,34.0,0,0,0.0,0
816,817,0,3,1,23.0,0,0,7.925,0
817,818,0,2,0,31.0,1,1,37.0042,1
818,819,0,3,0,43.0,0,0,6.45,0
819,820,0,3,0,10.0,3,2,27.9,0
820,821,1,1,1,52.0,1,1,93.5,0
821,822,1,3,0,27.0,0,0,8.6625,0
822,823,0,1,0,38.0,0,0,0.0,0
823,824,1,3,1,27.0,0,1,12.475,0
824,825,0,3,0,2.0,4,1,39.6875,0
825,826,0,3,0,40.0,0,0,6.95,2
826,827,0,3,0,29.0,0,0,56.4958,0
827,828,1,2,0,1.0,0,2,37.0042,1
828,829,1,3,0,47.0,0,0,7.75,2
830,831,1,3,1,15.0,1,0,14.4542,1
831,832,1,2,0,0.83,1,1,18.75,0
832,833,0,3,0,24.0,0,0,7.2292,1
833,834,0,3,0,23.0,0,0,7.8542,0
834,835,0,3,0,18.0,0,0,8.3,0
835,836,1,1,1,39.0,1,1,83.1583,1
836,837,0,3,0,21.0,0,0,8.6625,0
837,838,0,3,0,27.0,0,0,8.05,0
838,839,1,3,0,32.0,0,0,56.4958,0
839,840,1,1,0,41.0,0,0,29.7,1
840,841,0,3,0,20.0,0,0,7.925,0
841,842,0,2,0,16.0,0,0,10.5,0
842,843,1,1,1,30.0,0,0,31.0,1
843,844,0,3,0,34.5,0,0,6.4375,1
844,845,0,3,0,17.0,0,0,8.6625,0
845,846,0,3,0,42.0,0,0,7.55,0
846,847,0,3,0,37.0,8,2,69.55,0
847,848,0,3,0,35.0,0,0,7.8958,1
848,849,0,2,0,28.0,0,1,33.0,0
849,850,1,1,1,39.0,1,0,89.1042,1
850,851,0,3,0,4.0,4,2,31.275,0
851,852,0,3,0,74.0,0,0,7.775,0
852,853,0,3,1,9.0,1,1,15.2458,1
853,854,1,1,1,16.0,0,1,39.4,0
854,855,0,2,1,44.0,1,0,26.0,0
855,856,1,3,1,18.0,0,1,9.35,0
856,857,1,1,1,45.0,1,1,164.8667,0
857,858,1,1,0,51.0,0,0,26.55,0
858,859,1,3,1,24.0,0,3,19.2583,1
859,860,0,3,0,24.0,0,0,7.2292,1
860,861,0,3,0,41.0,2,0,14.1083,0
861,862,0,2,0,21.0,1,0,11.5,0
862,863,1,1,1,48.0,0,0,25.9292,0
863,864,0,3,1,37.0,8,2,69.55,0
864,865,0,2,0,24.0,0,0,13.0,0
865,866,1,2,1,42.0,0,0,13.0,0
866,867,1,2,1,27.0,1,0,13.8583,1
867,868,0,1,0,31.0,0,0,50.4958,0
868,869,0,3,0,23.0,0,0,9.5,0
869,870,1,3,0,4.0,1,1,11.1333,0
870,871,0,3,0,26.0,0,0,7.8958,0
871,872,1,1,1,47.0,1,1,52.5542,0
872,873,0,1,0,33.0,0,0,5.0,0
873,874,0,3,0,47.0,0,0,9.0,0
874,875,1,2,1,28.0,1,0,24.0,1
875,876,1,3,1,15.0,0,0,7.225,1
876,877,0,3,0,20.0,0,0,9.8458,0
877,878,0,3,0,19.0,0,0,7.8958,0
878,879,0,3,0,33.0,0,0,7.8958,0
879,880,1,1,1,56.0,0,1,83.1583,1
880,881,1,2,1,25.0,0,1,26.0,0
881,882,0,3,0,33.0,0,0,7.8958,0
882,883,0,3,1,22.0,0,0,10.5167,0
883,884,0,2,0,28.0,0,0,10.5,0
884,885,0,3,0,25.0,0,0,7.05,0
885,886,0,3,1,39.0,0,5,29.125,2
886,887,0,2,0,27.0,0,0,13.0,0
887,888,1,1,1,19.0,0,0,30.0,0
888,889,0,3,1,26.0,1,2,23.45,0
889,890,1,1,0,26.0,0,0,30.0,1
890,891,0,3,0,32.0,0,0,7.75,2
